63.png	iconography	['Painting', 'Art', 'Poster', 'Icon', 'Visual arts', 'Miniature', 'Illustration', 'Prophet']
i - 1017.jpeg	iconography	['Art', 'Painting', 'Icon']
1948_mainfoto_05.jpg	iconography	['Art', 'Cope', 'Outerwear', 'Painting', 'Prophet', 'History', 'Middle ages']
2683_mainfoto_05.jpg	iconography	['Art', 'Painting', 'Tapestry', 'Textile', 'Modern art', 'Illustration']
738.jpg	iconography	['Painting', 'Picture frame', 'Art', 'Prophet', 'Visual arts', 'Icon']
85 18.59.20.jpg	iconography	['Forehead', 'Head', 'Yellow', 'Facial hair', 'Chin', 'Art', 'Cheek', 'Illustration', 'Icon', 'Moustache']
i - 1178.jpeg	iconography	['Relief', 'Metal', 'Brass', 'Stone carving', 'Carving', 'Antique', 'History', 'Bronze', 'Artifact', 'Gold']
747.jpg	iconography	['Painting', 'Art', 'Visual arts', 'Prophet']
i - 762.jpeg	iconography	['Portrait', 'Painting', 'Art', 'Self-portrait', 'Modern art', 'Visual arts', 'Still life', 'Picture frame', 'Facial hair']
i - 128.jpeg	iconography	['Art', 'Prophet', 'Antique', 'Icon', 'Picture frame', 'Place of worship']
i - 761.jpeg	iconography	['Art', 'Miniature', 'Prophet', 'Painting', 'History']
i - 901.jpeg	iconography	['Relief', 'Stone carving', 'Metal', 'Art', 'Carving', 'Bronze']
i - 1437.jpeg	iconography	['Shrine', 'Temple', 'Place of worship', 'Picture frame', 'Furniture', 'Carving', 'Wood', 'Glass', 'Wat']
437.jpg	iconography	['Religious item', 'Art', 'Painting', 'Prophet', 'Icon', 'Miniature', 'Picture frame']
i - 119.jpeg	iconography	['Art', 'Painting', 'Visual arts', 'Portrait', 'Modern art']
i - 1147.jpeg	iconography	['Art', 'Prophet', 'Painting', 'Mural', 'History', 'Mythology']
i - 674.jpeg	iconography	['Art', 'Religious item', 'Prophet', 'Mosaic', 'Miniature', 'Icon', 'Portrait']
639.jpg	iconography	['Art', 'Illustration', 'Drawing', 'Hand', 'Fictional character', 'Painting', 'Visual arts']
i - 1551.jpeg	iconography	['Relief', 'Stone carving', 'Carving', 'Product', 'Art', 'Metal']
i - 322.jpeg	iconography	['Antique', 'Furniture', 'Art', 'Carving']
i - 286.jpeg	iconography	['Art', 'Painting', 'Visual arts', 'Modern art', 'Illustration']
721.jpg	iconography	['Architecture', 'Picture frame', 'Prophet', 'Icon', 'Arch', 'Religious item', 'Painting', 'Art', 'Place of worship', 'Carving']
i - 108.jpeg	iconography	['Text', 'Furniture', 'Metal', 'Art']
196.jpg	iconography	['Art', 'Painting', 'Icon', 'Illustration', 'Prophet', 'Visual arts', 'Portrait']
232.jpg	iconography	['Poster', 'Illustration', 'Art', 'Picture frame']
i - 468.jpeg	iconography	['Art', 'Religious item', 'Icon', 'Tapestry', 'Artifact']
1962_mainfoto_05.jpg	iconography	['Painting', 'Art', 'Modern art', 'Visual arts', 'Artwork']
i - 65.jpeg	iconography	['Red', 'Portrait', 'Art', 'Painting', 'Photography', 'Beard']
i - 14.jpeg	iconography	['Religious item', 'Art', 'Picture frame', 'Icon', 'Prophet', 'Antique', 'Relief', 'Stock photography', 'Painting', 'Carving']
i - 352.jpeg	iconography	['Antique', 'Art', 'Icon']
218 18.59.20.jpg	iconography	['Painting', 'Prophet', 'Picture frame', 'Religious item', 'Art']
631.jpg	iconography	['Painting', 'Ritual', 'Vestment', 'Prophet', 'Miniature', 'Ceremony', 'Blessing', 'Cope', 'Art', 'Icon']
i - 1503.jpeg	iconography	['Picture frame', 'Icon', 'Art']
i - 784.jpeg	iconography	['Religious item', 'Art', 'Picture frame', 'Prophet', 'Icon', 'High priest']
i - 206.jpeg	iconography	['Art', 'Religious item', 'History', 'Wood', 'Antique', 'Icon']
580.jpg	iconography	['Art', 'Painting', 'Picture frame', 'Visual arts', 'Illustration', 'Tapestry']
i - 1338.jpeg	iconography	['Relief', 'History', 'Religious item', 'Art', 'Prophet']
i - 1381.jpeg	iconography	['Art', 'Picture frame', 'Icon', 'Portrait', 'Painting', 'Religious item', 'Prophet']
